PC:    0 |  SUB R0, R15, R15                |   REGISTER FILE: R0 =   0, R1 =   0, R2 =   0, R3 =   0, R4 =   0, R5 =   0, R6 =   0
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   4, R3 =   4, R4 =   6, R5 =  38, R6 =  40
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   4, R3 =   3, R4 =   6, R5 =  38, R6 =  40
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   3, R3 =   3, R4 =   6, R5 =  38, R6 =  40
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   3, R3 =   3, R4 =   6, R5 =  38, R6 =  40
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   3, R3 =   4, R4 =   6, R5 =  38, R6 =  40
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   3, R3 =   4, R4 =   6, R5 =  38, R6 =  40
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   3, R3 =   3, R4 =   6, R5 =  38, R6 =  40
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   2, R3 =   3, R4 =   6, R5 =  38, R6 =  40
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   2, R3 =   3, R4 =   6, R5 =  38, R6 =  40
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   2, R3 =   4, R4 =   6, R5 =  38, R6 =  40
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   2, R3 =   4, R4 =   6, R5 =  38, R6 =  40
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   2, R3 =   3, R4 =   6, R5 =  38, R6 =  40
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   1, R3 =   3, R4 =   6, R5 =  38, R6 =  40
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   1, R3 =   3, R4 =   6, R5 =  38, R6 =  40
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   1, R3 =   4, R4 =   6, R5 =  38, R6 =  40
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   1, R3 =   4, R4 =   6, R5 =  38, R6 =  40
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   1, R3 =   3, R4 =   6, R5 =  38, R6 =  40
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   0, R3 =   3, R4 =   6, R5 =  38, R6 =  40
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   0, R3 =   3, R4 =   6, R5 =  38, R6 =  40
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   0, R3 =   3, R4 =   6, R5 =  40, R6 =  40
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   0, R3 =   3, R4 =   6, R5 =  40, R6 =  42
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   0, R3 =   3, R4 =   6, R5 =  40, R6 =  42
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   0, R3 =   3, R4 =   6, R5 =  40, R6 =  42
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   4, R3 =   3, R4 =   6, R5 =  40, R6 =  42
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   4, R3 =   4, R4 =   6, R5 =  40, R6 =  42
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   4, R3 =   4, R4 =   6, R5 =  40, R6 =  42
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   4, R3 =   3, R4 =   6, R5 =  40, R6 =  42
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   3, R3 =   3, R4 =   6, R5 =  40, R6 =  42
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   3, R3 =   3, R4 =   6, R5 =  40, R6 =  42
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   3, R3 =   4, R4 =   6, R5 =  40, R6 =  42
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   3, R3 =   4, R4 =   6, R5 =  40, R6 =  42
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   3, R3 =   3, R4 =   6, R5 =  40, R6 =  42
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   2, R3 =   3, R4 =   6, R5 =  40, R6 =  42
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   2, R3 =   3, R4 =   6, R5 =  40, R6 =  42
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   2, R3 =   4, R4 =   6, R5 =  40, R6 =  42
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   2, R3 =   4, R4 =   6, R5 =  40, R6 =  42
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   2, R3 =   3, R4 =   6, R5 =  40, R6 =  42
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   1, R3 =   3, R4 =   6, R5 =  40, R6 =  42
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   1, R3 =   3, R4 =   6, R5 =  40, R6 =  42
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   1, R3 =   4, R4 =   6, R5 =  40, R6 =  42
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   1, R3 =   4, R4 =   6, R5 =  40, R6 =  42
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   1, R3 =   3, R4 =   6, R5 =  40, R6 =  42
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   0, R3 =   3, R4 =   6, R5 =  40, R6 =  42
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   0, R3 =   3, R4 =   6, R5 =  40, R6 =  42
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   0, R3 =   3, R4 =   6, R5 =  42, R6 =  42
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  30, R2 =   0, R3 =   3, R4 =   6, R5 =  42, R6 =  44
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   0, R3 =   3, R4 =   6, R5 =  42, R6 =  44
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   0, R3 =   3, R4 =   6, R5 =  42, R6 =  44
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   4, R3 =   3, R4 =   6, R5 =  42, R6 =  44
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   4, R3 =   4, R4 =   6, R5 =  42, R6 =  44
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   4, R3 =   4, R4 =   6, R5 =  42, R6 =  44
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   4, R3 =   3, R4 =   6, R5 =  42, R6 =  44
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   3, R3 =   3, R4 =   6, R5 =  42, R6 =  44
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   3, R3 =   3, R4 =   6, R5 =  42, R6 =  44
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   3, R3 =   4, R4 =   6, R5 =  42, R6 =  44
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   3, R3 =   4, R4 =   6, R5 =  42, R6 =  44
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   3, R3 =   3, R4 =   6, R5 =  42, R6 =  44
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   2, R3 =   3, R4 =   6, R5 =  42, R6 =  44
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   2, R3 =   3, R4 =   6, R5 =  42, R6 =  44
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   2, R3 =   4, R4 =   6, R5 =  42, R6 =  44
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   2, R3 =   4, R4 =   6, R5 =  42, R6 =  44
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   2, R3 =   3, R4 =   6, R5 =  42, R6 =  44
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   1, R3 =   3, R4 =   6, R5 =  42, R6 =  44
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   1, R3 =   3, R4 =   6, R5 =  42, R6 =  44
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   1, R3 =   4, R4 =   6, R5 =  42, R6 =  44
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   1, R3 =   4, R4 =   6, R5 =  42, R6 =  44
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   1, R3 =   3, R4 =   6, R5 =  42, R6 =  44
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   0, R3 =   3, R4 =   6, R5 =  42, R6 =  44
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   0, R3 =   3, R4 =   6, R5 =  42, R6 =  44
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   0, R3 =   3, R4 =   6, R5 =  44, R6 =  44
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  29, R2 =   0, R3 =   3, R4 =   6, R5 =  44, R6 =  46
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   0, R3 =   3, R4 =   6, R5 =  44, R6 =  46
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   0, R3 =   3, R4 =   6, R5 =  44, R6 =  46
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   4, R3 =   3, R4 =   6, R5 =  44, R6 =  46
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   4, R3 =   4, R4 =   6, R5 =  44, R6 =  46
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   4, R3 =   4, R4 =   6, R5 =  44, R6 =  46
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   4, R3 =   3, R4 =   6, R5 =  44, R6 =  46
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   3, R3 =   3, R4 =   6, R5 =  44, R6 =  46
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   3, R3 =   3, R4 =   6, R5 =  44, R6 =  46
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   3, R3 =   4, R4 =   6, R5 =  44, R6 =  46
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   3, R3 =   4, R4 =   6, R5 =  44, R6 =  46
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   3, R3 =   3, R4 =   6, R5 =  44, R6 =  46
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   2, R3 =   3, R4 =   6, R5 =  44, R6 =  46
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   2, R3 =   3, R4 =   6, R5 =  44, R6 =  46
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   2, R3 =   4, R4 =   6, R5 =  44, R6 =  46
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   2, R3 =   4, R4 =   6, R5 =  44, R6 =  46
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   2, R3 =   3, R4 =   6, R5 =  44, R6 =  46
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   1, R3 =   3, R4 =   6, R5 =  44, R6 =  46
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   1, R3 =   3, R4 =   6, R5 =  44, R6 =  46
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   1, R3 =   4, R4 =   6, R5 =  44, R6 =  46
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   1, R3 =   4, R4 =   6, R5 =  44, R6 =  46
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   1, R3 =   3, R4 =   6, R5 =  44, R6 =  46
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   0, R3 =   3, R4 =   6, R5 =  44, R6 =  46
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   0, R3 =   3, R4 =   6, R5 =  44, R6 =  46
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   0, R3 =   3, R4 =   6, R5 =  46, R6 =  46
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  28, R2 =   0, R3 =   3, R4 =   6, R5 =  46, R6 =  48
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   0, R3 =   3, R4 =   6, R5 =  46, R6 =  48
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   0, R3 =   3, R4 =   6, R5 =  46, R6 =  48
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   4, R3 =   3, R4 =   6, R5 =  46, R6 =  48
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   4, R3 =   4, R4 =   6, R5 =  46, R6 =  48
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   4, R3 =   4, R4 =   6, R5 =  46, R6 =  48
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   4, R3 =   3, R4 =   6, R5 =  46, R6 =  48
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   3, R3 =   3, R4 =   6, R5 =  46, R6 =  48
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   3, R3 =   3, R4 =   6, R5 =  46, R6 =  48
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   3, R3 =   4, R4 =   6, R5 =  46, R6 =  48
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   3, R3 =   4, R4 =   6, R5 =  46, R6 =  48
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   3, R3 =   3, R4 =   6, R5 =  46, R6 =  48
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   2, R3 =   3, R4 =   6, R5 =  46, R6 =  48
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   2, R3 =   3, R4 =   6, R5 =  46, R6 =  48
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   2, R3 =   4, R4 =   6, R5 =  46, R6 =  48
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   2, R3 =   4, R4 =   6, R5 =  46, R6 =  48
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   2, R3 =   3, R4 =   6, R5 =  46, R6 =  48
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   1, R3 =   3, R4 =   6, R5 =  46, R6 =  48
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   1, R3 =   3, R4 =   6, R5 =  46, R6 =  48
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   1, R3 =   4, R4 =   6, R5 =  46, R6 =  48
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   1, R3 =   4, R4 =   6, R5 =  46, R6 =  48
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   1, R3 =   3, R4 =   6, R5 =  46, R6 =  48
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   0, R3 =   3, R4 =   6, R5 =  46, R6 =  48
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   0, R3 =   3, R4 =   6, R5 =  46, R6 =  48
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   0, R3 =   3, R4 =   6, R5 =  48, R6 =  48
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  27, R2 =   0, R3 =   3, R4 =   6, R5 =  48, R6 =  50
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   0, R3 =   3, R4 =   6, R5 =  48, R6 =  50
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   0, R3 =   3, R4 =   6, R5 =  48, R6 =  50
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   4, R3 =   3, R4 =   6, R5 =  48, R6 =  50
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   4, R3 =   4, R4 =   6, R5 =  48, R6 =  50
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   4, R3 =   4, R4 =   6, R5 =  48, R6 =  50
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   4, R3 =   3, R4 =   6, R5 =  48, R6 =  50
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   3, R3 =   3, R4 =   6, R5 =  48, R6 =  50
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   3, R3 =   3, R4 =   6, R5 =  48, R6 =  50
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   3, R3 =   4, R4 =   6, R5 =  48, R6 =  50
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   3, R3 =   4, R4 =   6, R5 =  48, R6 =  50
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   3, R3 =   3, R4 =   6, R5 =  48, R6 =  50
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   2, R3 =   3, R4 =   6, R5 =  48, R6 =  50
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   2, R3 =   3, R4 =   6, R5 =  48, R6 =  50
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   2, R3 =   4, R4 =   6, R5 =  48, R6 =  50
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   2, R3 =   4, R4 =   6, R5 =  48, R6 =  50
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   2, R3 =   3, R4 =   6, R5 =  48, R6 =  50
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   1, R3 =   3, R4 =   6, R5 =  48, R6 =  50
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   1, R3 =   3, R4 =   6, R5 =  48, R6 =  50
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   1, R3 =   4, R4 =   6, R5 =  48, R6 =  50
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   1, R3 =   4, R4 =   6, R5 =  48, R6 =  50
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   1, R3 =   3, R4 =   6, R5 =  48, R6 =  50
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   0, R3 =   3, R4 =   6, R5 =  48, R6 =  50
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   0, R3 =   3, R4 =   6, R5 =  48, R6 =  50
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   0, R3 =   3, R4 =   6, R5 =  50, R6 =  50
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  26, R2 =   0, R3 =   3, R4 =   6, R5 =  50, R6 =  52
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   0, R3 =   3, R4 =   6, R5 =  50, R6 =  52
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   0, R3 =   3, R4 =   6, R5 =  50, R6 =  52
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   4, R3 =   3, R4 =   6, R5 =  50, R6 =  52
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   4, R3 =   4, R4 =   6, R5 =  50, R6 =  52
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   4, R3 =   4, R4 =   6, R5 =  50, R6 =  52
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   4, R3 =   3, R4 =   6, R5 =  50, R6 =  52
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   3, R3 =   3, R4 =   6, R5 =  50, R6 =  52
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   3, R3 =   3, R4 =   6, R5 =  50, R6 =  52
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   3, R3 =   4, R4 =   6, R5 =  50, R6 =  52
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   3, R3 =   4, R4 =   6, R5 =  50, R6 =  52
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   3, R3 =   3, R4 =   6, R5 =  50, R6 =  52
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   2, R3 =   3, R4 =   6, R5 =  50, R6 =  52
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   2, R3 =   3, R4 =   6, R5 =  50, R6 =  52
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   2, R3 =   4, R4 =   6, R5 =  50, R6 =  52
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   2, R3 =   4, R4 =   6, R5 =  50, R6 =  52
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   2, R3 =   3, R4 =   6, R5 =  50, R6 =  52
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   1, R3 =   3, R4 =   6, R5 =  50, R6 =  52
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   1, R3 =   3, R4 =   6, R5 =  50, R6 =  52
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   1, R3 =   4, R4 =   6, R5 =  50, R6 =  52
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   1, R3 =   4, R4 =   6, R5 =  50, R6 =  52
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   1, R3 =   3, R4 =   6, R5 =  50, R6 =  52
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   0, R3 =   3, R4 =   6, R5 =  50, R6 =  52
